time,value
1524249000,139.349688
1524249000,138.272708
1524250000,136.729475
1524250000,136.851265
1524250000,141.939229
1524250000,140.315778
1524251000,143.229599
1524251000,140.92564
1524251000,141.197748
1524252000,138.159314
1524252000,139.716027
1524252000,147.774064
1524253000,147.841582
1524253000,145.029941
1524253000,145.586114
1524254000,144.678936
1524254000,144.003164
1524254000,141.942226
1524254000,143.028546
1524255000,147.096555
1524255000,145.328995
1524255000,144.493146
1524256000,143.212286
1524256000,145.135528
1524256000,141.785729
1524256000,136.964816
1524257000,141.528166
1524257000,147.278302
1524257000,145.203389
1524258000,144.323763
1524258000,145.136342
1524258000,144.819978
1524259000,139.842734
1524259000,144.0464
1524259000,143.959145
1524260000,140.355706
1524260000,139.855348
1524260000,139.248357
1524260000,135.93853
1524261000,136.319797
1524261000,137.675768
1524261000,136.466441
1524262000,136.087149
1524262000,134.3471
1524262000,133.047961
1524262000,122.087739
1524263000,129.336175
1524263000,129.572641
1524263000,135.034969
1524264000,135.772416
1524264000,135.399295
1524264000,134.087959
1524265000,128.092864
1524265000,118.829483
1524265000,132.897118
1524266000,122.566675
1524266000,130.124985
1524266000,129.176938
1524266000,129.13673
1524267000,126.38649
1524267000,125.261107
1524267000,124.92951
1524268000,130.489799
1524268000,132.165067
1524268000,129.874502
1524268000,124.155615
1524269000,123.167569
1524269000,121.649715
1524269000,120.702698
1524270000,116.816777
1524270000,121.338749
1524270000,127.839819
1524271000,120.704099
1524271000,118.760871
1524271000,114.91777
1524272000,113.457145
1524272000,114.615326
1524272000,108.005316
1524272000,114.408424
1524273000,110.982043
1524273000,113.213013
1524273000,116.05407
1524274000,111.043774
1524274000,112.987588
1524274000,109.33571
1524274000,99.473873
1524275000,100.660134
1524275000,96.729271
1524275000,98.564332
1524276000,99.892209
1524276000,101.916961
1524276000,102.326291
1524277000,98.595972
1524277000,93.336296
1524277000,90.006318
1524278000,90.538414
1524278000,87.871283
1524278000,84.781797
1524278000,85.155713
1524279000,82.937926
1524279000,87.53463
1524279000,87.147414
1524280000,88.805782
1524280000,93.252575
1524280000,88.060307
1524280000,84.583241
1524281000,88.677598
1524281000,79.432258
1524281000,84.200909
1524282000,81.124197
1524282000,78.383335
1524282000,72.184344
1524283000,80.223116
1524283000,75.84841
1524283000,75.174218
1524284000,78.31169
1524284000,81.366211
1524284000,85.224947
1524284000,85.449834
1524285000,82.015924
1524285000,88.208276
1524285000,84.702619
1524286000,81.082294
1524286000,76.721558
1524286000,73.217352
1524286000,75.374498
1524287000,72.85657
1524287000,73.02975
1524287000,72.968658
1524288000,72.970691
1524288000,72.43181
1524288000,80.813321
1524289000,85.114385
1524289000,88.326644
1524289000,84.13925
1524290000,76.009778
1524290000,75.328285
1524290000,76.301373
1524290000,74.255729
1524291000,67.540085
1524291000,68.257579
1524291000,74.189567
1524292000,74.646099
1524292000,71.053316
1524292000,72.878735
1524292000,83.870976
1524293000,84.723507
1524293000,83.987149
1524293000,82.874179
1524294000,82.933912
1524294000,79.570464
